23744	51960	6238	96469	39593	77421	6661	92839	83744	14050
84914	33939	37609	62327	26467	3334	24278	73211	62901	16833
69027	3804	31803	29152	18675	24592	49739	862	19119	50206
84065	63989	98451	84468	44114	17235	8697	97714	71182	94203
96015	10086	81533	91862	11133	50852	75380	69692	18901	80182
59350	50132	47526	95769	87952	62664	65760	49306	46527	11208
76788	60092	63734	94806	46437	24939	40662	237	98261	29537
88561	15149	46048	81029	97921	49694	97435	60947	35598	85048
7036	68769	60874	64274	36074	96778	29336	2411	45400	66124
89602	6403	7581	73091	20468	4396	50441	1319	48004	24266
57151	64733	42138	42121	3011	8664	13447	96006	18279	37080
87669	46516	66471	8727	36276	19643	29366	68279	82189	6917
79596	83236	5692	8762	58785	54210	85140	91844	54779	84579
64818	489	67398	21158	74429	55532	39733	93099	56155	98125
19480	27636	3197	21485	46270	20938	60507	73466	39061	35862
86866	29226	33404	88778	8331	24890	99877	89204	89444	53537
18604	3599	88705	74261	92975	48795	52534	84647	54443	17986
63588	73096	70	96850	43143	93955	21399	95061	29161	77251
95854	54819	34166	66083	74506	75868	78485	79954	42115	10357
1523	73987	30759	3653	25705	58776	58210	79145	12245	39715
51066	7263	38542	59997	84268	57412	15534	84230	93317	76406
16421	69180	8911	52854	13617	50974	3204	8309	83454	6081
58340	33447	99623	99179	57317	49060	55357	40674	44834	35215
31550	31201	95352	1390	54285	63297	60468	80844	87847	54999
62129	46057	9196	64721	90700	70934	82204	11604	59018	83087
10788	80009	23074	27919	38705	612	4797	49785	44798	45830
35354	23031	12579	88003	4756	41869	92170	14929	24510	28837
96925	32011	96079	3138	67044	98843	74045	70696	79856	9467
48650	31395	36192	79679	30039	46557	76572	38315	40190	69992
21531	80718	5370	3263	81663	96561	15936	67530	79186	35120
57683	12557	63293	69633	80671	19419	59342	46473	97951	13702
91948	78880	34309	71575	75561	45470	84087	2124	77358	45501
51158	43717	81072	30869	12042	66728	91907	90140	12323	75679
72233	2254	53477	65218	23194	69759	97676	75505	34325	30236
79751	9035	55677	22446	21021	90165	26794	88420	73028	57137
16934	57182	50322	22775	90049	55087	88455	77799	51444	99844
66700	41953	63267	3826	35010	35561	29577	53106	35094	44769
61470	21663	55368	25104	4683	54402	98852	11319	25039	95303
30218	59685	7661	21038	23490	21670	35186	4612	27183	90049
30496	37352	79770	42923	97337	6502	75884	97708	24245	57610
98043	83016	73852	24907	33146	98819	89131	89492	12974	76709
26786	84784	62585	93704	56639	17317	1769	83844	17992	83929
67148	42959	94771	81059	69023	22883	46275	50896	75071	1209
40802	30709	99070	44395	86156	11341	65439	48159	3487	84919
90025	37487	53749	46806	73562	59568	57499	32953	32151	39950
31235	37019	109	85572	90093	75288	38339	91304	2026	73562
11494	99909	81009	95700	49730	70349	7706	58232	1229	91136
75088	16447	62283	38932	11122	32696	7538	45907	67475	59953
11583	39971	56419	62613	84247	86791	49677	27806	57491	77856
11782	33715	14718	40256	98838	95024	124	92143	7955	23161
49490	71742	71008	90010	17276	25033	96707	35749	47109	65893
220	74789	57852	17331	95414	61246	96660	32837	46093	89361
17132	97997	55517	91713	34112	80841	98678	81558	31640	71117
48845	48226	2194	10142	29971	74551	65350	63475	97423	50935
83648	77810	64927	71497	38059	54835	47219	75844	46129	42859
78515	34204	23453	31047	44767	97315	69433	16556	52163	31711
19626	23378	19500	95372	91339	79145	95542	16569	56585	56377
85762	19070	84156	62652	85452	6278	8823	49119	99186	77870
5121	89871	62094	46011	95341	85847	90755	11480	33638	62642
66790	27670	24649	19614	32051	68477	23447	98542	20311	38218
64096	82494	49759	49496	87681	58320	45586	48299	5752	89291
44104	2760	81556	64464	86252	49633	86038	36717	76307	3948
18369	23719	6530	75827	88092	58433	31934	37492	33030	77966
32634	12498	79066	40390	49177	85381	5419	45198	63118	63451
4600	49526	98140	45849	9557	61414	16772	28515	28964	41276
